locus.name	type	includes.genes	locus.altname1	locus.altname2	locus.altname3
locus2476	UCE	ZBTB18	WeinellEntry3031	UCE_335	sample66_0000001182
locus2477	UCE	NA	WeinellEntry3032	UCE_3353	sample66_0000000558
locus2478	UCE	NA	WeinellEntry3034	UCE_3356	sample66_0000001300
locus2479	UCE	ZNF521	WeinellEntry3035	UCE_3359	sample66_0000002990
locus2480	UCE	PAX3	WeinellEntry3037	UCE_3371	sample66_0000000978
locus2481	UCE	NA	WeinellEntry3038	UCE_3377	sample66_0000000915
locus2482	UCE	NA	WeinellEntry3039	UCE_3378	sample66_0000000005
locus2483	UCE	METAP1D	WeinellEntry3040	UCE_3380	sample66_0000002628
locus2484	UCE	SLC6A6	WeinellEntry3042	UCE_3398	sample66_0000000642
locus2485	UCE	NA	WeinellEntry3043	UCE_3400	sample66_0000001189
locus2486	UCE	LOC106544243	WeinellEntry3045	UCE_3406	sample66_0000000607
locus2487	UCE	NA	WeinellEntry3046	UCE_3412	sample66_0000001228
locus2488	UCE	NA	WeinellEntry3047	UCE_3416	sample66_0000002365
locus2489	UCE	NA	WeinellEntry3048	UCE_3419	sample66_0000000018
locus2490	UCE	TBC1D5	WeinellEntry3049	UCE_342	sample66_0000000037
locus2491	UCE	NA	WeinellEntry3050	UCE_3422	sample66_0000000040
locus2492	UCE	NA	WeinellEntry3051	UCE_3425	sample66_0000000046
locus2493	UCE	NA	WeinellEntry3052	UCE_3427	sample66_0000000055
locus2494	UCE	NA	WeinellEntry3053	UCE_3432	sample66_0000000059
locus2495	UCE	NA	WeinellEntry3055	UCE_344	sample66_0000000062
locus2496	UCE	PCMT1	WeinellEntry3056	UCE_3440	sample66_0000000091
locus2497	UCE	WDR33	WeinellEntry3057	UCE_3441	sample66_0000000116
locus2498	UCE	NA	WeinellEntry3058	UCE_3442	sample66_0000000125
locus2499	UCE	LOC106552607	WeinellEntry3059	UCE_3444	sample66_0000000144
locus2500	UCE	TLE4	WeinellEntry3060	UCE_3445	sample66_0000000157
locus2501	UCE	NA	WeinellEntry3061	UCE_3446	sample66_0000000165
locus2502	UCE	MYEF2;LOC106554102	WeinellEntry3062	UCE_3448	sample66_0000000170
locus2503	UCE	RSRC2	WeinellEntry3063	UCE_3449	sample66_0000000182
locus2504	UCE	NA	WeinellEntry3064	UCE_345	sample66_0000000187
locus2505	UCE	USH2A	WeinellEntry3065	UCE_3452	sample66_0000000207
locus2506	UCE	NA	WeinellEntry3066	UCE_3462	sample66_0000000229
locus2507	UCE	NA	WeinellEntry3067	UCE_3463	sample66_0000000237
locus2509	UCE	LOC106549439	WeinellEntry3069	UCE_347	sample66_0000000243
locus2510	UCE	NA	WeinellEntry3070	UCE_3470	sample66_0000000257
locus2511	UCE	NA	WeinellEntry3071	UCE_3473	sample66_0000000273
locus2512	UCE	CFAP61	WeinellEntry3072	UCE_3475	sample66_0000000280
locus2513	UCE	NA	WeinellEntry3073	UCE_348	sample66_0000000282
locus2514	UCE	UBE3A	WeinellEntry3075	UCE_3484	sample66_0000000289
locus2515	UCE	ELP4	WeinellEntry3076	UCE_3486	sample66_0000000290
locus2516	UCE	AHI1	WeinellEntry3077	UCE_3487	sample66_0000000317
locus2517	UCE	NA	WeinellEntry3078	UCE_3488	sample66_0000000339
locus2518	UCE	NA	WeinellEntry3080	UCE_3493	sample66_0000000345
locus2519	UCE	LOC106542171	WeinellEntry3081	UCE_3497	sample66_0000000351
locus2520	UCE	NA	WeinellEntry3082	UCE_350	sample66_0000000370
locus2521	UCE	NA	WeinellEntry3083	UCE_3503	sample66_0000000382
locus2522	UCE	LOC106542860	WeinellEntry3084	UCE_3505	sample66_0000000432
locus2523	UCE	NA	WeinellEntry3085	UCE_3514	sample66_0000000451
locus2524	UCE	NA	WeinellEntry3086	UCE_3516	sample66_0000000456
locus2525	UCE	NA	WeinellEntry3087	UCE_3517	sample66_0000000490
locus2526	UCE	NA	WeinellEntry3088	UCE_352	sample66_0000000515
locus2527	UCE	NA	WeinellEntry3089	UCE_3520	sample66_0000000516
locus2528	UCE	FAF1	WeinellEntry3090	UCE_3528	sample66_0000000522
locus2529	UCE	NA	WeinellEntry3092	UCE_3532	sample66_0000000543
locus2530	UCE	ZCCHC7	WeinellEntry3093	UCE_3533	sample66_0000000593
locus2531	UCE	NA	WeinellEntry3094	UCE_3539	sample66_0000000608
locus2532	UCE	NA	WeinellEntry3095	UCE_3540	sample66_0000000618
locus2533	UCE	NR5A2	WeinellEntry3096	UCE_3541	sample66_0000000627
locus2534	UCE	NA	WeinellEntry3098	UCE_3549	sample66_0000000638
locus2535	UCE	ARL15	WeinellEntry3099	UCE_355	sample66_0000000671
locus2536	UCE	PLCB4	WeinellEntry3100	UCE_3550	sample66_0000000673
locus2537	UCE	NA	WeinellEntry3101	UCE_3560	sample66_0000000707
locus2538	UCE	ZEB2	WeinellEntry3102	UCE_3561	sample66_0000000715
locus2539	UCE	NA	WeinellEntry3103	UCE_3564	sample66_0000000719
locus2540	UCE	NA	WeinellEntry3105	UCE_3569	sample66_0000000730
locus2541	UCE	NA	WeinellEntry3106	UCE_357	sample66_0000000736
locus2542	UCE	RBM25	WeinellEntry3107	UCE_3570	sample66_0000000764
locus2543	UCE	NA	WeinellEntry3108	UCE_3571	sample66_0000000782
locus2544	UCE	NA	WeinellEntry3109	UCE_3573	sample66_0000000798
locus2545	UCE	NA	WeinellEntry3110	UCE_3587	sample66_0000000839
locus2546	UCE	SOX6	WeinellEntry3111	UCE_3589	sample66_0000000858
locus2547	UCE	TTC29	WeinellEntry3112	UCE_3591	sample66_0000000861
locus2548	UCE	NA	WeinellEntry3114	UCE_3596	sample66_0000000878
locus2549	UCE	NAV3	WeinellEntry3115	UCE_3597	sample66_0000000888
locus2550	UCE	PPFIA2	WeinellEntry3116	UCE_3601	sample66_0000000942
locus2551	UCE	NA	WeinellEntry3117	UCE_3602	sample66_0000000951
locus2552	UCE	NA	WeinellEntry3118	UCE_3603	sample66_0000000952
locus2553	UCE	NA	WeinellEntry3119	UCE_3604	sample66_0000000964
locus2554	UCE	NA	WeinellEntry3120	UCE_3606	sample66_0000000973
locus2555	UCE	ZBTB20	WeinellEntry3121	UCE_3607	sample66_0000000988
locus2556	UCE	NA	WeinellEntry3122	UCE_3609	sample66_0000001006
locus2557	UCE	NA	WeinellEntry3123	UCE_3613	sample66_0000001010
locus2558	UCE	LOC106542792	WeinellEntry3124	UCE_3614	sample66_0000001011
locus2559	UCE	NFIB	WeinellEntry3125	UCE_3619	sample66_0000001020
locus2560	UCE	NA	WeinellEntry3126	UCE_362	sample66_0000001046
locus2561	UCE	NA	WeinellEntry3127	UCE_3625	sample66_0000001049
locus2562	UCE	LOC106542336	WeinellEntry3128	UCE_3631	sample66_0000001059
locus2563	UCE	INPP5A	WeinellEntry3129	UCE_3633	sample66_0000001081
locus2564	UCE	PPFIA1	WeinellEntry3130	UCE_3636	sample66_0000001115
locus2565	UCE	ZFHX4	WeinellEntry3131	UCE_3647	sample66_0000001118
locus2566	UCE	NA	WeinellEntry3133	UCE_3655	sample66_0000001135
locus2567	UCE	CAMKMT	WeinellEntry3134	UCE_3656	sample66_0000001137
locus2568	UCE	NA	WeinellEntry3135	UCE_3658	sample66_0000001143
locus2569	UCE	ST18	WeinellEntry3136	UCE_3659	sample66_0000001176
locus2570	UCE	NA	WeinellEntry3137	UCE_3660	sample66_0000001193
locus2571	UCE	EPB41L3	WeinellEntry3138	UCE_3661	sample66_0000001197
locus2572	UCE	LOC106545416	WeinellEntry3139	UCE_3662	sample66_0000001199
locus2573	UCE	NA	WeinellEntry3140	UCE_3664	sample66_0000001205
locus2575	UCE	XRN2	WeinellEntry3142	UCE_3669	sample66_0000001233
locus2576	UCE	GPATCH2	WeinellEntry3143	UCE_367	sample66_0000001249
locus2577	UCE	POU6F2	WeinellEntry3144	UCE_3671	sample66_0000001255
locus2578	UCE	NA	WeinellEntry3145	UCE_3676	sample66_0000001271
locus2579	UCE	NA	WeinellEntry3150	UCE_3687	sample66_0000001288
locus2580	UCE	NA	WeinellEntry3152	UCE_3689	sample66_0000001304
locus2581	scalation	Beta1_Promoter_Exon1	WeinellEntry5178	scalation_1	sample66_0000001306
locus2582	scalation	Beta2_Promoter_Exon1	WeinellEntry5179	scalation_2	sample66_0000001308
locus2583	scalation	Beta3_Promoter_Exon1	WeinellEntry5180	scalation_3	sample66_0000001337
locus2584	scalation	Beta4_Promoter_Exon1	WeinellEntry5181	scalation_4	sample66_0000001348
locus2585	scalation	Beta5_Promoter_Exon1	WeinellEntry5182	scalation_5	sample66_0000001392
locus2586	scalation	Beta6_Promoter_Exon1	WeinellEntry5183	scalation_6	sample66_0000001416
locus2587	scalation	Beta7_Promoter_Exon1	WeinellEntry5184	scalation_7	sample66_0000001423
locus2588	scalation	Beta8_Promoter_Exon1	WeinellEntry5185	scalation_8	sample66_0000001428
locus2589	scalation	Beta9_Promoter_Exon1	WeinellEntry5186	scalation_9	sample66_0000001442
locus2590	scalation	Beta10_Promoter_Exon1	WeinellEntry5187	scalation_10	sample66_0000001448
locus2591	scalation	Beta11_Promoter_Exon1	WeinellEntry5188	scalation_11	sample66_0000001493
locus2592	scalation	Beta12_Promoter_Exon1	WeinellEntry5189	scalation_12	sample66_0000001516
locus2593	scalation	Beta13_Promoter_Exon1	WeinellEntry5190	scalation_13	sample66_0000001519
locus2594	scalation	Beta14_Promoter_Exon1	WeinellEntry5191	scalation_14	sample66_0000001520
locus2595	scalation	Beta15_Promoter_Exon1	WeinellEntry5192	scalation_15	sample66_0000001521
locus2596	scalation	Beta16_Promoter_Exon1	WeinellEntry5193	scalation_16	sample66_0000001522
locus2597	scalation	Beta17_Promoter_Exon1	WeinellEntry5194	scalation_17	sample66_0000001534
locus2598	scalation	Beta18_Promoter_Exon1	WeinellEntry5195	scalation_18	sample66_0000001540
locus2599	scalation	Beta19_Promoter_Exon1	WeinellEntry5196	scalation_19	sample66_0000001545
locus2600	scalation	Beta20_Promoter_Exon1	WeinellEntry5197	scalation_20	sample66_0000001548
locus2601	scalation	Beta21_Promoter_Exon1	WeinellEntry5198	scalation_21	sample66_0000001574
locus2602	scalation	Beta22_Promoter_Exon1	WeinellEntry5199	scalation_22	sample66_0000001578
locus2603	scalation	Beta24_Promoter_Exon1	WeinellEntry5201	scalation_23	sample66_0000001595
locus2604	scalation	Beta25_Promoter_Exon1	WeinellEntry5202	scalation_24	sample66_0000001615
locus2605	scalation	Beta26_Promoter_Exon1	WeinellEntry5203	scalation_25	sample66_0000001623
locus2606	scalation	Beta27_Promoter_Exon1	WeinellEntry5204	scalation_26	sample66_0000001666
locus2607	scalation	Beta29_Promoter_Exon1	WeinellEntry5206	scalation_27	sample66_0000001677
locus2608	scalation	Beta30_Promoter_Exon1	WeinellEntry5207	scalation_28	sample66_0000001705
locus2609	scalation	Beta32_Promoter_Exon1	WeinellEntry5209	scalation_29	sample66_0000001717
locus2610	scalation	Beta33_Promoter_Exon1	WeinellEntry5210	scalation_30	sample66_0000001770
locus2611	scalation	Beta34_Promoter_Exon1	WeinellEntry5211	scalation_31	sample66_0000001859
locus2612	scalation	Beta35_Promoter_Exon1	WeinellEntry5212	scalation_32	sample66_0000001910
locus2613	scalation	Beta36_Promoter_Exon1	WeinellEntry5213	scalation_33	sample66_0000002078
locus2614	scalation	PGLYRP3_Promoter_Exon1	WeinellEntry5214	scalation_34	sample66_0000002281
locus2615	scalation	EDKM_Promoter_Exon1	WeinellEntry5215	scalation_35	sample66_0000002356
locus2616	scalation	EDPQ3_Promoter_Exon1	WeinellEntry5216	scalation_36	sample66_0000002602
locus2617	scalation	EDPQ2_Promoter_Exon1	WeinellEntry5217	scalation_37	sample66_0000002606
locus2618	scalation	EDSC1_Promoter_Exon1	WeinellEntry5218	scalation_38	sample66_0000002616
locus2619	scalation	EDSC2_Promoter_Exon1	WeinellEntry5219	scalation_39	sample66_0000002618
locus2620	scalation	EDWM_Promoter_Exon1	WeinellEntry5220	scalation_40	sample66_0000002629
locus2621	scalation	EDPQ1_Promoter_Exon1	WeinellEntry5221	scalation_41	sample66_0000002638
locus2622	scalation	EDCS1_Promoter_Exon1	WeinellEntry5222	scalation_42	sample66_0000002645
locus2623	scalation	EDHEM_Promoter_Exon1	WeinellEntry5223	scalation_43	sample66_0000002647
locus2624	scalation	EDCS2_Promoter_Exon1	WeinellEntry5224	scalation_44	sample66_0000002656
locus2625	scalation	EDCM_Promoter_Exon1	WeinellEntry5225	scalation_45	sample66_0000002658
locus2626	scalation	EDCS3_Promoter_Exon1	WeinellEntry5226	scalation_46	sample66_0000002682
locus2627	scalation	EDPCCC1_Promoter_Exon1	WeinellEntry5227	scalation_47	sample66_0000002707
locus2628	scalation	EDPCCC3_Promoter_Exon1	WeinellEntry5229	scalation_48	sample66_0000002726
locus2629	scalation	EDCG_Promoter_Exon1	WeinellEntry5230	scalation_49	sample66_0000002728
locus2630	scalation	EDPCCC4_Promoter_Exon1	WeinellEntry5231	scalation_50	sample66_0000002736
locus2631	scalation	EDGPC_Promoter_Exon1	WeinellEntry5232	scalation_51	sample66_0000002765
locus2632	scalation	EDQL_Promoter_Exon1	WeinellEntry5233	scalation_52	sample66_0000002767
locus2633	scalation	LOR2_Promoter_Exon1	WeinellEntry5234	scalation_53	sample66_0000002794
locus2634	scalation	LOR1_Promoter_Exon1	WeinellEntry5235	scalation_54	sample66_0000002795
locus2635	scalation	EDY1_Promoter_Exon1	WeinellEntry5236	scalation_55	sample66_0000002837
locus2636	scalation	EDSRWM_Promoter_Exon1	WeinellEntry5237	scalation_56	sample66_0000002866
locus2637	scalation	EDGY1_Promoter_Exon1	WeinellEntry5238	scalation_57	sample66_0000002872
locus2638	scalation	EDGY2_Promoter_Exon1	WeinellEntry5239	scalation_58	sample66_0000002947
locus2639	scalation	EDETM_Promoter_Exon1	WeinellEntry5240	scalation_59	sample66_0000002982
locus2640	scalation	EDPS1_Promoter_Exon1	WeinellEntry5241	scalation_60	sample66_0000002992
locus2641	scalation	EDPS2_Promoter_Exon1	WeinellEntry5242	scalation_61	sample66_0000003066
locus2642	scalation	EDSCP_Promoter_Exon1	WeinellEntry5243	scalation_62	sample66_0000000610
locus2643	scalation	EDYM2_Promoter_Exon1	WeinellEntry5244	scalation_63	sample66_0000000584
locus2644	scalation	EDEPK_Promoter_Exon1	WeinellEntry5245	scalation_64	sample66_0000000784
locus2645	scalation	EDPKC_Promoter_Exon1	WeinellEntry5246	scalation_65	sample66_0000000068
locus2646	scalation	EDP3_Promoter_Exon1	WeinellEntry5247	scalation_66	sample66_0000000589
locus2647	scalation	EDQSG_Promoter_Exon1	WeinellEntry5248	scalation_67	sample66_0000000848
locus2648	scalation	EDSPR1_Promoter_Exon1	WeinellEntry5249	scalation_68	sample66_0000000572
locus2649	scalation	EDPCS_Promoter_Exon1	WeinellEntry5250	scalation_69	sample66_0000001639
locus2650	scalation	EDQK_Promoter_Exon1	WeinellEntry5251	scalation_70	sample66_0000000266
locus2651	scalation	EDCP_Promoter_Exon1	WeinellEntry5252	scalation_71	sample66_0000000330
locus2652	scalation	EDCATM_Promoter_Exon1	WeinellEntry5253	scalation_72	sample66_0000001604
locus2653	scalation	EDPAM_Promoter_Exon1	WeinellEntry5254	scalation_73	sample66_0000000847
locus2654	scalation	EDSQ_Promoter_Exon1	WeinellEntry5255	scalation_74	sample66_0000000312
locus2655	scalation	EDEPT_Promoter_Exon1	WeinellEntry5256	scalation_75	sample66_0000003102
locus2656	scalation	EDSPR2_Promoter_Exon1	WeinellEntry5257	scalation_76	sample66_0000001151
locus2657	scalation	CRNN_Promoter_Exon1	WeinellEntry5258	scalation_77	sample66_0000002649
locus2658	scalation	SCFN2_Promoter_Exon1	WeinellEntry5259	scalation_78	sample66_0000000772
locus2659	scalation	SCFN1_Promoter_Exon1	WeinellEntry5260	scalation_79	sample66_0000001257
locus2660	scalation	EDPS3_Promoter_Exon1	WeinellEntry5261	scalation_80	sample66_0000001152
locus2661	scalation	S100A1_Promoter_Exon1	WeinellEntry5262	scalation_81	sample66_0000001590
locus2662	scalation	S100A2_Promoter_Exon1	WeinellEntry5263	scalation_82	sample66_0000000776
locus2663	scalation	S100A3_Promoter_Exon1	WeinellEntry5264	scalation_83	sample66_0000001616
locus2664	scalation	S100A4_Promoter_Exon1	WeinellEntry5265	scalation_84	sample66_0000000826
locus2665	scalation	S100A5_Promoter_Exon1	WeinellEntry5266	scalation_85	sample66_0000001187
locus2666	scalation	S100A6_Promoter_Exon1	WeinellEntry5267	scalation_86	sample66_0000002643
locus2667	scalation	S100A10_Promoter_Exon1	WeinellEntry5269	scalation_87	sample66_0000001597
locus2668	scalation	S100A12_Promoter_Exon1	WeinellEntry5270	scalation_88	sample66_0000000957
locus2669	scalation	S100A13_Promoter_Exon1	WeinellEntry5271	scalation_89	sample66_0000000058
locus2670	scalation	S100A14_Promoter_Exon1	WeinellEntry5272	scalation_90	sample66_0000000588
locus2671	scalation	S100A16_Promoter_Exon1	WeinellEntry5273	scalation_91	sample66_0000003081
locus2672	scalation	EDWM_Promoter_Exon1	WeinellEntry5274	scalation_92	sample66_0000001044
locus2673	scalation	EDPSQ_Promoter_Exon1	WeinellEntry5275	scalation_93	sample66_0000000500
locus2674	vision	RBP3_Exon1	WeinellEntry5276	vision_1	sample66_0000001439
locus2675	vision	RDH14_Exon1	WeinellEntry5277	vision_2	sample66_0000002596
locus2676	vision	ABCA4_Exon3	WeinellEntry5278	vision_3	sample66_0000001438
locus2677	vision	ACTG1_Exon1	WeinellEntry5280	vision_4	sample66_0000000548
locus2678	vision	AHR_Exon1	WeinellEntry5281	vision_5	sample66_0000000809
locus2679	vision	AIPL1_Exon2	WeinellEntry5282	vision_6	sample66_0000002898
locus2680	vision	ANP32E_Exon2	WeinellEntry5283	vision_7	sample66_0000002660
locus2681	vision	ANXA2_Exon13	WeinellEntry5284	vision_8	sample66_0000000508
locus2682	vision	ARR3_Exon5	WeinellEntry5285	vision_9	sample66_0000002907
locus2683	vision	BDNF_Exon1	WeinellEntry5286	vision_10	sample66_0000001095
locus2684	vision	BMP2_Exon1	WeinellEntry5287	vision_11	sample66_0000003013
locus2685	vision	CALM1_Exon2	WeinellEntry5288	vision_12	sample66_0000001543
locus2686	vision	CALR_Exon3	WeinellEntry5289	vision_13	sample66_0000000625
locus2687	vision	CRABP1_Exon2	WeinellEntry5290	vision_14	sample66_0000002593
locus2688	vision	CRB1_Exon1	WeinellEntry5291	vision_15	sample66_0000001620
locus2689	vision	CRX_Exon2	WeinellEntry5292	vision_16	sample66_0000001133
locus2690	vision	CRYAA_Exon1	WeinellEntry5293	vision_17	sample66_0000003079
locus2691	vision	CRYBA2_Exon1	WeinellEntry5294	vision_18	sample66_0000000004
locus2692	vision	CRYBB2_Exon6	WeinellEntry5295	vision_19	sample66_0000002644
locus2693	vision	CRYD1_Exon17	WeinellEntry5296	vision_20	sample66_0000000591
locus2694	vision	CRYGS_Exon1	WeinellEntry5298	vision_21	sample66_0000002627
locus2695	vision	CRYL1_Exon3	WeinellEntry5299	vision_22	sample66_0000001563
locus2696	vision	ENO1_Exon5	WeinellEntry5300	vision_23	sample66_0000001606
locus2697	vision	GNAT1_Exon3	WeinellEntry5302	vision_24	sample66_0000000851
locus2698	vision	GNAT2_Exon3	WeinellEntry5303	vision_25	sample66_0000000294
locus2699	vision	GNB2_Exon1	WeinellEntry5304	vision_26	sample66_0000002975
locus2700	vision	GNB3_Exon5	WeinellEntry5305	vision_27	sample66_0000000376
locus2701	vision	GNGT2_Exon1	WeinellEntry5306	vision_28	sample66_0000002614
locus2702	vision	GUCA1A_Exon1	WeinellEntry5307	vision_29	sample66_0000000274
locus2703	vision	GUCA1B_Exon1	WeinellEntry5308	vision_30	sample66_0000003087
locus2704	vision	GUCY1A3_Exon1	WeinellEntry5309	vision_31	sample66_0000002598
locus2705	vision	HMGB2_Exon1	WeinellEntry5310	vision_32	sample66_0000002592
locus2706	vision	HNRNPD_Exon1	WeinellEntry5311	vision_33	sample66_0000002739
locus2707	vision	HOXA13_Exon1	WeinellEntry5312	vision_34	sample66_0000002969
locus2708	vision	HOXC6_Exon1	WeinellEntry5314	vision_35	sample66_0000000616
locus2710	vision	JUN_Exon1	WeinellEntry5316	vision_36	sample66_0000001307
locus2711	vision	LDHB_Exon1	WeinellEntry5317	vision_37	sample66_0000001079
locus2712	vision	LWS_Exon1	WeinellEntry5318	vision_38	sample66_0000000499
locus2713	vision	MERTK_Exon1	WeinellEntry5319	vision_39	sample66_0000000070
locus2714	vision	MOS_Exon1	WeinellEntry5320	vision_40	sample66_0000000640
locus2715	vision	MYC_Exon1	WeinellEntry5321	vision_41	sample66_0000000528
locus2716	vision	NR2E3_Exon1	WeinellEntry5324	vision_42	sample66_0000002445
locus2717	vision	OPN3_Exon1	WeinellEntry5325	vision_43	sample66_0000000292
locus2718	vision	PCDH15_Exon1	WeinellEntry5327	vision_44	sample66_0000000562
locus2719	vision	PDC_Exon2	WeinellEntry5328	vision_45	sample66_0000001437
locus2720	vision	PDE6C_Exon1	WeinellEntry5329	vision_46	sample66_0000000019
locus2721	vision	PDE6D_Exon3	WeinellEntry5330	vision_47	sample66_0000000265
locus2722	vision	PDE6G_Exon1	WeinellEntry5331	vision_48	sample66_0000000124
locus2723	vision	PGK1_Exon3	WeinellEntry5332	vision_49	sample66_0000000220
locus2724	vision	PPP2R1A_Exon4	WeinellEntry5333	vision_50	sample66_0000000948
locus2725	vision	PROM1_Exon1	WeinellEntry5334	vision_51	sample66_0000000398
locus2726	vision	PRPH2_Exon1	WeinellEntry5335	vision_52	sample66_0000001419
locus2727	vision	PSMC1_Exon3	WeinellEntry5336	vision_53	sample66_0000001188
locus2728	vision	PTK2_Exon1	WeinellEntry5337	vision_54	sample66_0000001568
locus2729	vision	RAG1	WeinellEntry5338	vision_55	sample66_0000000136
locus2730	vision	RAG2	WeinellEntry5339	vision_56	sample66_0000000056
locus2731	vision	RARA_Exon1	WeinellEntry5340	vision_57	sample66_0000000374
locus2732	vision	RARB_Exon1	WeinellEntry5341	vision_58	sample66_0000002600
locus2733	vision	RARG_Exon0	WeinellEntry5342	vision_59	sample66_0000000181
locus2734	vision	RARG_Exon1	WeinellEntry5343	vision_60	sample66_0000001293
locus2735	vision	RBP1_Exon2	WeinellEntry5344	vision_61	sample66_0000000315
locus2736	vision	RBP4_Exon2	WeinellEntry5345	vision_62	sample66_0000000084
locus2737	vision	RCVN_Exon1	WeinellEntry5346	vision_63	sample66_0000000391
locus2738	vision	RDH5_Exon1	WeinellEntry5347	vision_64	sample66_0000001577
locus2739	vision	RGR_Exon2	WeinellEntry5348	vision_65	sample66_0000000547
locus2741	vision	RH1_Exon1	WeinellEntry5350	vision_66	sample66_0000001275
locus2742	vision	RHOB_Exon1	WeinellEntry5351	vision_67	sample66_0000001297
locus2743	vision	RHOG_Exon1	WeinellEntry5352	vision_68	sample66_0000001388
locus2744	vision	RLBP1_Exon2	WeinellEntry5353	vision_69	sample66_0000002791
locus2745	vision	RNMT_Exon1	WeinellEntry5354	vision_70	sample66_0000001269
locus2746	vision	RPE65_Exon2	WeinellEntry5355	vision_71	sample66_0000003109
locus2747	vision	RPS20_Exon3	WeinellEntry5356	vision_72	sample66_0000000714
locus2748	vision	RPS27A_Exon4	WeinellEntry5357	vision_73	sample66_0000000126
locus2749	vision	RRH_Exon2	WeinellEntry5358	vision_74	sample66_0000000685
locus2750	vision	RS1_Exon2	WeinellEntry5359	vision_75	sample66_0000002721
locus2751	vision	SAG_Exon4	WeinellEntry5360	vision_76	sample66_0000001177
locus2752	vision	SRC_Exon1	WeinellEntry5361	vision_77	sample66_0000000535
locus2753	vision	SWS1_Exon1	WeinellEntry5362	vision_78	sample66_0000000879
locus2754	vision	TRPA1	WeinellEntry5363	vision_79	sample66_0000000197
locus2755	vision	USH1C_Exon2	WeinellEntry5365	vision_80	sample66_0000000320
locus2756	vision	ZEB2_Exon1	WeinellEntry5366	vision_81	sample66_0000001633
locus2757	vision	RDH8_Exon1	WeinellEntry5367	vision_82	sample66_0000001618
locus2758	vision	RGS9BP_Exon1	WeinellEntry5368	vision_83	sample66_0000001068
locus2759	vision	SLC24A2_Exon1	WeinellEntry5369	vision_84	sample66_0000000014
locus2760	vision	GPR149_Exon1	WeinellEntry5371	vision_85	sample66_0000000002
locus2761	vision	GUCY2D_Exon1	WeinellEntry5372	vision_86	sample66_0000000011
locus2762	vision	HOXD13_Exon1	WeinellEntry5373	vision_87	sample66_0000000026
locus2763	vision	NOTCH1_Exon1	WeinellEntry5375	vision_88	sample66_0000000041
locus2764	vision	PCDH21_Exon1	WeinellEntry5376	vision_89	sample66_0000000057
locus2765	vision	GUCY2F_Exon1	WeinellEntry5377	vision_90	sample66_0000000061
locus2766	vision	RDH12_Exon1	WeinellEntry5378	vision_91	sample66_0000000077
locus2767	vision	RORB_Promoter_Exon1_Intron1	WeinellEntry5379	vision_92	sample66_0000000097
locus2768	vision	RP1	WeinellEntry5380	vision_93	sample66_0000000098
locus2769	vision	RP1L1	WeinellEntry5381	vision_94	sample66_0000000108
locus2770	vision	SHH	WeinellEntry5382	vision_95	sample66_0000000115
locus2771	vision	TRIB2	WeinellEntry5383	vision_96	sample66_0000000131
locus2772	vision	CNGA1	WeinellEntry5385	vision_97	sample66_0000000139
locus2773	vision	CNGA3	WeinellEntry5386	vision_98	sample66_0000000141
locus2774	vision	CNGB1	WeinellEntry5387	vision_99	sample66_0000000158
locus2775	vision	CNGB3_Exon1	WeinellEntry5388	vision_100	sample66_0000000166
locus2776	vision	CRYAB	WeinellEntry5389	vision_101	sample66_0000000183
locus2777	vision	CRYM_Exon1	WeinellEntry5390	vision_102	sample66_0000000184
locus2778	vision	CRYZ_Promoter_Exon1_Intron1	WeinellEntry5391	vision_103	sample66_0000000208
locus2779	vision	CRYZL1_Promoter_Exon1_Intron1	WeinellEntry5392	vision_104	sample66_0000000212
locus2780	vision	DHH_Exon1	WeinellEntry5393	vision_105	sample66_0000000242
locus2781	vision	GAPDH_Promoter_Exon1_Intron1	WeinellEntry5394	vision_106	sample66_0000000310
locus2782	vision	GNB1_Promoter_Exon1_Intron1	WeinellEntry5396	vision_107	sample66_0000000319
locus2783	vision	GNB5_Exon1_Intron1	WeinellEntry5397	vision_108	sample66_0000000354
locus2784	vision	GUCY1B3_Promoter_Exon1_Intron1	WeinellEntry5399	vision_109	sample66_0000000400
locus2785	vision	HOXD13_Exon1	WeinellEntry5400	vision_110	sample66_0000000412
locus2786	vision	LRAT_Promoter_Exon1_Intron1	WeinellEntry5401	vision_111	sample66_0000000414
locus2787	vision	MFGE8_Promoter_Exon1_Intron1	WeinellEntry5402	vision_112	sample66_0000000420
locus2788	vision	PDE6B_Exon1	WeinellEntry5405	vision_113	sample66_0000000425
locus2789	vision	PDE6H_Exon1	WeinellEntry5406	vision_114	sample66_0000000449
locus2790	vision	UNC119_Exon1	WeinellEntry5407	vision_115	sample66_0000000457
locus2791	ddRADlike	NA	WeinellEntry5408	ddRADlike_1	sample66_0000000526
locus2792	ddRADlike	NA	WeinellEntry5409	ddRADlike_2	sample66_0000000581
locus2793	ddRADlike	NA	WeinellEntry5410	ddRADlike_3	sample66_0000000585
locus2795	ddRADlike	LOC106551512	WeinellEntry5412	ddRADlike_6	sample66_0000000603
locus2796	ddRADlike	NA	WeinellEntry5413	ddRADlike_9	sample66_0000000633
locus2797	ddRADlike	PRELP	WeinellEntry5414	ddRADlike_10	sample66_0000000635
locus2798	ddRADlike	NA	WeinellEntry5415	ddRADlike_12	sample66_0000000641
locus2799	ddRADlike	NA	WeinellEntry5416	ddRADlike_13	sample66_0000000646
locus2800	ddRADlike	LRRTM1	WeinellEntry5417	ddRADlike_14	sample66_0000000661
